age,race,sex,priors_count,c_charge_degree,c_charge_desc,juv_fel_count,juv_misd_count,juv_other_count,two_year_recid,decile_score,score_text,charge_degree,sex_male
27,African-American,Male,12,F,Driving While License Revoked,0,0,0,1,8,High,1,1
28,African-American,Male,5,F,arrest case no charge,0,0,0,0,9,High,1,1
33,Caucasian,Male,3,M,Battery,0,0,0,0,3,Low,0,1
28,Hispanic,Female,0,F,arrest case no charge,0,0,0,0,2,Low,1,0
36,African-American,Male,14,F,Throw Deadly Missile Into Veh,0,0,0,1,7,Medium,1,1
29,African-American,Male,2,F,Aggravated Battery / Pregnant,1,0,0,0,5,Medium,1,1
22,African-American,Male,0,M,Unlaw Use False Name/Identity,0,0,1,1,9,High,0,1
25,Caucasian,Male,0,F,Resist Officer w/Violence,0,0,0,0,2,Low,1,1
56,African-American,Male,5,F,Driving While License Revoked,0,0,0,0,3,Low,1,1
27,African-American,Male,9,F,Aggravated Battery / Pregnant,0,0,0,1,8,High,1,1
52,Caucasian,Male,4,F,Grand Theft in the 3rd Degree,0,0,0,1,1,Low,1,1
32,African-American,Male,3,F,Battery on Law Enforc Officer,0,0,0,0,2,Low,1,1
60,Other,Male,4,F,arrest case no charge,0,0,0,0,1,Low,1,1
23,Hispanic,Male,1,M,Exposes Culpable Negligence,0,0,0,0,3,Low,0,1
39,Caucasian,Female,0,M,Disorderly Intoxication,0,0,0,0,6,Medium,0,0
56,Caucasian,Male,0,M,Battery,0,0,0,0,1,Low,0,1
22,African-American,Female,0,F,"Poss3,4 Methylenedioxymethcath",0,0,0,0,7,Medium,1,0
53,African-American,Male,11,F,arrest case no charge,0,0,0,0,6,Medium,1,1
25,Caucasian,Male,0,M,Driving Under The Influence,0,0,0,1,2,Low,0,1
21,Hispanic,Male,0,M,Battery,0,0,0,0,3,Low,0,1
22,Caucasian,Male,0,F,Leaving the Scene of Accident,0,0,0,0,3,Low,1,1
58,Caucasian,Female,2,M,DUI Property Damage/Injury,0,0,0,0,1,Low,0,0
31,African-American,Male,7,M,Aggravated Battery / Pregnant,0,0,0,1,3,Low,0,1
22,Caucasian,Male,1,F,False Ownership Info/Pawn Item,0,0,0,1,5,Medium,1,1
28,African-American,Male,8,F,Uttering a Forged Instrument,0,0,0,1,6,Medium,1,1
42,Other,Male,1,F,arrest case no charge,0,0,0,0,1,Low,1,1
20,African-American,Male,0,F,Grand Theft (Motor Vehicle),0,0,0,1,7,Medium,1,1
29,Caucasian,Male,0,M,Battery,0,0,0,1,6,Medium,0,1
58,African-American,Male,21,M,arrest case no charge,0,0,0,1,7,Medium,0,1
22,African-American,Male,3,F,Grand Theft in the 3rd Degree,0,0,0,0,7,Medium,1,1
48,Hispanic,Male,1,M,Operating W/O Valid License,0,0,0,1,1,Low,0,1
37,Caucasian,Male,0,F,Crimin Mischief Damage $1000+,0,0,0,0,4,Low,1,1
57,African-American,Male,1,F,Felony Petit Theft,0,0,0,1,5,Medium,1,1
27,Caucasian,Male,3,M,Fleeing or Eluding a LEO,0,0,0,0,1,Low,0,1
26,African-American,Male,3,F,Burglary Unoccupied Dwelling,0,0,0,0,4,Low,1,1
24,Caucasian,Male,3,F,"Poss3,4 Methylenedioxymethcath",0,1,1,1,8,High,1,1
33,Caucasian,Male,0,F,Aggravated Battery / Pregnant,0,0,0,0,1,Low,1,1
29,African-American,Male,2,F,arrest case no charge,0,0,0,0,6,Medium,1,1
24,African-American,Female,3,F,Grand Theft in the 3rd Degree,0,0,0,1,10,High,1,0
19,Caucasian,Male,1,F,Felony Battery (Dom Strang),0,0,1,1,10,High,1,1
36,Caucasian,Male,2,M,Battery,0,0,0,0,1,Low,0,1
24,Caucasian,Female,0,F,"Poss3,4 Methylenedioxymethcath",0,0,0,0,5,Medium,1,0
34,Caucasian,Male,0,M,DUI Level 0.15 Or Minor In Veh,0,0,0,0,1,Low,0,1
25,Hispanic,Male,2,F,arrest case no charge,0,0,0,1,5,Medium,1,1
20,African-American,Male,1,F,arrest case no charge,1,0,1,1,10,High,1,1
24,African-American,Male,1,M,Battery,0,0,0,1,2,Low,0,1
61,Caucasian,Male,4,F,arrest case no charge,0,0,0,0,1,Low,1,1
50,African-American,Female,3,F,Aggravated Assault W/Dead Weap,0,0,0,0,2,Low,1,0
30,African-American,Male,1,M,Battery,0,0,0,0,1,Low,0,1
38,African-American,Male,5,F,Possession of Cannabis,0,0,0,0,3,Low,1,1
24,Caucasian,Male,0,M,Battery,0,0,0,0,1,Low,0,1
46,African-American,Female,2,F,Grand Theft in the 3rd Degree,0,0,0,1,10,High,1,0
41,Caucasian,Male,0,M,Battery,0,0,0,1,1,Low,0,1
20,Other,Male,0,F,Possession of Cocaine,0,0,1,1,8,High,1,1
27,African-American,Male,13,M,Possess Cannabis/20 Grams Or Less,0,0,0,1,8,High,0,1
26,African-American,Male,1,M,Battery,0,0,0,1,6,Medium,0,1
29,African-American,Male,3,F,Possession of Ethylone,0,0,0,1,5,Medium,1,1
52,Caucasian,Male,6,F,Grand Theft in the 3rd Degree,0,0,0,1,5,Medium,1,1
28,Caucasian,Male,1,F,Agg Battery Grt/Bod/Harm,0,0,0,1,4,Low,1,1
55,African-American,Male,5,F,Felony Petit Theft,0,0,0,1,3,Low,1,1
26,African-American,Male,10,F,Aggravated Battery,1,1,0,1,9,High,1,1
28,African-American,Male,5,F,Possession Of Alprazolam,0,0,0,0,10,High,1,1
63,Caucasian,Male,2,F,Felony DUI (level 3),0,0,0,0,1,Low,1,1
42,African-American,Male,0,F,Aggravated Assault w/Firearm,0,0,0,0,1,Low,1,1
23,African-American,Male,6,F,Driving While License Revoked,1,2,2,0,6,Medium,1,1
54,African-American,Male,28,F,Possession of Cocaine,0,0,0,1,9,High,1,1
35,African-American,Male,8,F,Felony Battery w/Prior Convict,0,0,1,1,7,Medium,1,1
24,African-American,Female,6,F,arrest case no charge,1,0,0,1,9,High,1,0
54,African-American,Male,2,M,Battery,0,0,0,0,1,Low,0,1
58,African-American,Male,12,M,DUI Level 0.15 Or Minor In Veh,0,0,0,1,6,Medium,0,1
23,Caucasian,Male,1,M,Resist/Obstruct W/O Violence,0,0,1,1,5,Medium,0,1
35,African-American,Male,1,M,Battery,0,0,0,0,2,Low,0,1
20,African-American,Male,1,F,Fraudulent Use of Credit Card,0,0,0,1,10,High,1,1
51,Caucasian,Male,0,F,Felony Battery (Dom Strang),0,0,0,0,1,Low,1,1
24,Hispanic,Male,0,F,"Poss 3,4 MDMA (Ecstasy)",0,0,0,0,10,High,1,1
37,Caucasian,Male,3,F,Possession of Cocaine,0,0,0,0,2,Low,1,1
47,Caucasian,Male,3,F,Drivg While Lic Suspd/Revk/Can,0,0,0,0,1,Low,1,1
34,Caucasian,Male,4,F,Possession of Cannabis,0,0,0,1,6,Medium,1,1
56,Caucasian,Male,0,F,Grand Theft in the 3rd Degree,0,0,0,0,1,Low,1,1
34,Hispanic,Male,4,F,Burglary Dwelling Occupied,0,0,0,1,1,Low,1,1
59,Caucasian,Male,1,F,Burglary Dwelling Assault/Batt,0,0,0,1,1,Low,1,1
35,Asian,Male,0,F,Burglary Structure Unoccup,0,0,0,0,6,Medium,1,1
58,Hispanic,Male,1,F,Possession Burglary Tools,0,0,0,0,1,Low,1,1
29,Hispanic,Male,2,M,Driving Under The Influence,0,0,0,0,4,Low,0,1
24,Caucasian,Female,6,F,Poss Contr Subst W/o Prescript,0,0,1,1,9,High,1,0
21,Caucasian,Male,2,M,Assault,0,0,4,1,9,High,0,1
50,Asian,Male,5,F,Driving While License Revoked,0,0,0,1,7,Medium,1,1
26,African-American,Male,1,F,Cash Item w/Intent to Defraud,0,0,0,0,2,Low,1,1
30,Caucasian,Female,0,M,Driving Under The Influence,0,0,0,0,2,Low,0,0
29,Caucasian,Male,0,M,Battery,0,0,0,1,4,Low,0,1
54,African-American,Male,0,M,Battery,0,0,0,0,1,Low,0,1
29,African-American,Male,4,F,False Ownership Info/Pawn Item,0,0,0,1,4,Low,1,1
59,Caucasian,Female,0,M,DUI Property Damage/Injury,0,0,0,0,1,Low,0,0
38,African-American,Male,0,F,Tampering With Physical Evidence,0,0,0,0,5,Medium,1,1
27,Caucasian,Male,1,M,Opert With Susp DL 2nd Offens,0,0,0,1,3,Low,0,1
26,Hispanic,Male,7,F,Aggravated Assault W/Dead Weap,0,0,0,1,5,Medium,1,1
52,Hispanic,Male,20,F,False Bomb Report,0,0,0,0,3,Low,1,1
66,African-American,Male,33,F,Crimin Mischief Damage $1000+,0,0,0,1,6,Medium,1,1
27,Caucasian,Male,2,F,Possession of Cocaine,0,0,0,0,5,Medium,1,1
51,Caucasian,Male,1,M,DUI Property Damage/Injury,0,0,0,0,1,Low,0,1
35,Caucasian,Male,1,F,arrest case no charge,0,0,0,0,2,Low,1,1
52,Caucasian,Male,4,M,Battery,0,0,0,0,3,Low,0,1
48,Other,Male,12,F,Aggravated Assault w/Firearm,0,0,0,0,5,Medium,1,1
26,African-American,Female,0,M,Battery,0,0,0,0,2,Low,0,0
48,Caucasian,Female,0,M,Leave Accd/Attend Veh/Less $50,0,0,0,0,1,Low,0,0
30,Hispanic,Male,7,M,Battery,0,0,0,0,4,Low,0,1
28,Other,Male,2,M,Battery,0,0,0,0,1,Low,0,1
33,African-American,Male,2,M,Battery,0,0,0,0,3,Low,0,1
34,African-American,Female,6,F,Burglary Conveyance Unoccup,0,0,0,0,4,Low,1,0
25,Other,Male,0,M,Possess Cannabis/20 Grams Or Less,0,0,0,0,1,Low,0,1
59,African-American,Male,10,F,arrest case no charge,0,0,0,1,7,Medium,1,1
29,African-American,Male,5,F,Poss Contr Subst W/o Prescript,0,0,0,1,5,Medium,1,1
24,Caucasian,Male,0,F,Possession of Cocaine,0,0,0,0,2,Low,1,1
48,Caucasian,Male,1,F,Agg Battery Grt/Bod/Harm,0,0,0,1,7,Medium,1,1
52,African-American,Male,4,M,Fail Register Vehicle,0,0,0,0,5,Medium,0,1
20,African-American,Male,0,F,Possession of Ethylone,0,0,0,1,4,Low,1,1
25,Caucasian,Male,4,F,Possession of Cocaine,0,0,0,1,4,Low,1,1
24,Caucasian,Male,0,F,Agg Battery Grt/Bod/Harm,0,0,0,0,2,Low,1,1
23,Caucasian,Male,0,M,Battery,0,0,0,0,9,High,0,1
27,Caucasian,Male,6,F,Felony Battery (Dom Strang),0,1,3,0,4,Low,1,1
25,African-American,Male,1,M,Battery,0,1,0,1,3,Low,0,1
31,African-American,Male,0,F,Trespassing/Construction Site,0,0,0,0,2,Low,1,1
25,African-American,Male,6,F,arrest case no charge,0,1,0,1,4,Low,1,1
32,Caucasian,Male,1,F,arrest case no charge,0,0,0,1,1,Low,1,1
21,Caucasian,Male,0,F,Grand Theft in the 3rd Degree,0,0,0,1,3,Low,1,1
37,Other,Male,1,F,Crim Use of Personal ID Info,0,0,0,0,1,Low,1,1
25,Caucasian,Male,0,F,Possession of Cannabis,0,0,0,0,3,Low,1,1
32,Hispanic,Male,20,F,arrest case no charge,1,1,0,0,10,High,1,1
35,African-American,Male,0,F,Grand Theft in the 3rd Degree,0,0,0,0,7,Medium,1,1
42,African-American,Male,14,F,Drivg While Lic Suspd/Revk/Can,0,0,0,1,7,Medium,1,1
24,Caucasian,Male,9,M,Viol Injunct Domestic Violence,0,0,1,1,10,High,0,1
21,Hispanic,Male,0,F,Grand Theft in the 3rd Degree,0,0,0,1,6,Medium,1,1
47,Caucasian,Male,1,M,Battery,0,0,0,0,1,Low,0,1
27,African-American,Male,5,F,Aggrav Battery w/Deadly Weapon,0,0,0,1,9,High,1,1
43,Hispanic,Male,2,M,DUI Level 0.15 Or Minor In Veh,0,0,0,1,1,Low,0,1
46,Caucasian,Male,2,F,Possession Of Alprazolam,0,0,0,1,6,Medium,1,1
44,African-American,Male,1,M,Reckless Driving,0,0,0,0,3,Low,0,1
23,Caucasian,Male,2,F,Possession of Cannabis,0,0,0,0,2,Low,1,1
42,African-American,Male,8,F,arrest case no charge,0,0,0,0,5,Medium,1,1
58,African-American,Male,6,F,Felony Petit Theft,0,0,0,0,6,Medium,1,1
26,African-American,Male,3,F,Grand Theft (Motor Vehicle),0,0,1,0,6,Medium,1,1
48,Other,Female,0,F,Grand Theft in the 3rd Degree,0,0,0,0,1,Low,1,0
39,African-American,Male,3,F,Grand Theft in the 3rd Degree,0,0,0,1,3,Low,1,1
21,African-American,Male,3,F,arrest case no charge,0,2,0,1,5,Medium,1,1
63,Caucasian,Male,1,M,DUI Property Damage/Injury,0,0,0,0,1,Low,0,1
22,African-American,Male,3,F,arrest case no charge,0,1,0,1,7,Medium,1,1
50,African-American,Male,3,M,Battery,0,0,0,0,3,Low,0,1
38,African-American,Male,0,F,Burglary Dwelling Assault/Batt,0,0,0,0,1,Low,1,1
41,Caucasian,Male,1,F,Sexual Battery / Vict 12 Yrs +,0,0,0,0,6,Medium,1,1
28,African-American,Male,16,F,Aggravated Battery / Pregnant,8,0,1,1,8,High,1,1
30,African-American,Female,0,M,Battery,0,0,0,0,3,Low,0,0
23,African-American,Male,1,F,Agg Fleeing and Eluding,0,0,0,0,5,Medium,1,1
25,Caucasian,Male,2,F,arrest case no charge,0,0,0,1,4,Low,1,1
40,Caucasian,Male,5,F,Neglect Child / No Bodily Harm,0,0,0,0,4,Low,1,1
24,Hispanic,Male,8,F,Possession of Cannabis,0,0,0,0,8,High,1,1
27,African-American,Male,5,M,Criminal Mischief Damage <$200,0,0,0,1,4,Low,0,1
44,Caucasian,Male,11,M,Battery,0,0,0,0,3,Low,0,1
35,African-American,Female,6,F,arrest case no charge,0,0,0,1,2,Low,1,0
42,Caucasian,Male,0,M,Battery,0,0,0,0,1,Low,0,1
38,African-American,Male,15,F,Drivg While Lic Suspd/Revk/Can,0,0,0,0,7,Medium,1,1
26,Hispanic,Male,4,F,Possession of Cannabis,0,0,0,0,6,Medium,1,1
25,African-American,Female,0,M,Resist/Obstruct W/O Violence,0,0,0,0,3,Low,0,0
64,Hispanic,Male,1,F,Aggravated Assault,0,0,0,0,1,Low,1,1
49,Caucasian,Female,2,M,Driving Under The Influence,0,0,0,1,1,Low,0,0
50,Caucasian,Male,5,F,Driving While License Revoked,0,0,0,1,1,Low,1,1
66,Caucasian,Male,0,M,Battery,0,0,0,1,1,Low,0,1
46,Caucasian,Female,0,M,Battery,0,0,0,0,1,Low,0,0
30,African-American,Male,5,F,Driving While License Revoked,0,0,1,1,6,Medium,1,1
22,Caucasian,Female,0,M,Battery,0,0,0,0,3,Low,0,0
23,Caucasian,Male,1,M,arrest case no charge,0,0,0,0,4,Low,0,1
30,Other,Male,0,M,Battery,0,0,0,1,6,Medium,0,1
31,Hispanic,Male,0,M,DUI Property Damage/Injury,0,0,0,0,1,Low,0,1
31,Other,Male,1,F,arrest case no charge,0,0,0,0,2,Low,1,1
25,African-American,Male,0,M,Disorderly Conduct,0,0,0,0,3,Low,0,1
21,Caucasian,Female,0,F,Burglary Unoccupied Dwelling,0,0,0,0,7,Medium,1,0
27,African-American,Male,0,M,Battery,0,0,0,0,2,Low,0,1
20,Hispanic,Male,0,M,Possess Cannabis/20 Grams Or Less,0,0,0,1,2,Low,0,1
32,Hispanic,Male,1,F,Possession of Cocaine,0,0,0,0,1,Low,1,1
24,Caucasian,Female,0,F,Burglary Unoccupied Dwelling,0,0,1,0,5,Medium,1,0
20,African-American,Male,1,F,arrest case no charge,1,0,0,0,3,Low,1,1
31,African-American,Male,3,M,Viol Pretrial Release Dom Viol,0,0,0,1,8,High,0,1
27,African-American,Male,3,M,Battery,0,0,0,1,7,Medium,0,1
40,African-American,Male,0,F,Aggravated Assault w/Firearm,0,0,0,0,2,Low,1,1
22,African-American,Male,11,F,Possession of Cocaine,0,0,0,1,10,High,1,1
38,African-American,Female,1,F,Robbery / No Weapon,0,0,0,0,1,Low,1,0
36,Hispanic,Male,1,M,Petit Theft $100- $300,0,0,0,1,10,High,0,1
30,African-American,Male,1,M,Possess Cannabis/20 Grams Or Less,0,0,0,0,7,Medium,0,1
27,Caucasian,Male,6,F,arrest case no charge,0,0,0,1,6,Medium,1,1
59,Caucasian,Female,0,M,Driving Under The Influence,0,0,0,0,1,Low,0,0
37,Caucasian,Male,2,M,DUI Level 0.15 Or Minor In Veh,0,0,0,0,1,Low,0,1
28,African-American,Male,5,M,Felony Battery (Dom Strang),0,0,0,1,7,Medium,0,1
38,Caucasian,Male,0,F,Possession of Cocaine,0,0,0,0,1,Low,1,1
22,African-American,Male,0,F,Att Burgl Unoccupied Dwel,0,0,1,1,8,High,1,1
25,African-American,Male,4,F,Grand Theft Firearm,0,0,0,1,5,Medium,1,1
51,Caucasian,Male,0,M,DUI Level 0.15 Or Minor In Veh,0,0,0,0,1,Low,0,1
29,Caucasian,Male,2,M,Felony Battery (Dom Strang),0,0,0,1,2,Low,0,1
28,African-American,Male,10,F,Driving While License Revoked,0,0,0,0,3,Low,1,1
55,African-American,Male,9,M,arrest case no charge,0,0,0,1,3,Low,0,1
23,Caucasian,Female,3,F,Poss Contr Subst W/o Prescript,0,0,0,0,10,High,1,0
22,African-American,Female,0,M,Failure To Pay Taxi Cab Charge,0,0,0,0,5,Medium,0,0
19,Caucasian,Female,2,F,Possession of Cocaine,0,0,0,1,10,High,1,0
31,African-American,Male,1,M,Battery,0,0,0,0,1,Low,0,1
29,African-American,Male,0,M,DUI Level 0.15 Or Minor In Veh,0,0,0,0,1,Low,0,1
61,African-American,Male,15,F,Felony Petit Theft,0,0,0,1,6,Medium,1,1
31,Hispanic,Male,0,M,Operating W/O Valid License,0,0,0,0,2,Low,0,1
20,African-American,Male,4,F,arrest case no charge,0,1,1,1,9,High,1,1
26,Caucasian,Male,3,F,Burglary Conveyance Occupied,0,0,0,1,7,Medium,1,1
27,Caucasian,Male,5,M,Battery,0,0,0,0,9,High,0,1
25,Caucasian,Male,1,F,Aggravated Assault w/Firearm,0,0,0,0,5,Medium,1,1
23,Caucasian,Male,3,F,Manslaughter W/Weapon/Firearm,0,2,0,1,5,Medium,1,1
38,African-American,Male,0,F,Felony Battery (Dom Strang),0,0,0,0,1,Low,1,1
27,African-American,Male,18,F,Felony Petit Theft,0,2,1,1,9,High,1,1
35,Caucasian,Female,0,F,Resist Officer w/Violence,0,0,0,1,3,Low,1,0
22,Other,Male,0,F,Grand Theft (Motor Vehicle),0,0,0,0,9,High,1,1
58,African-American,Female,4,F,"Poss 3,4 MDMA (Ecstasy)",0,0,0,1,2,Low,1,0
57,Caucasian,Female,0,M,Disorderly Conduct,0,0,0,1,4,Low,0,0
21,African-American,Male,0,F,Use Scanning Device to Defraud,0,0,1,0,3,Low,1,1
22,African-American,Female,0,F,Grand Theft in the 3rd Degree,0,0,0,0,8,High,1,0
30,African-American,Male,0,F,Burglary Unoccupied Dwelling,0,0,0,0,2,Low,1,1
30,African-American,Male,8,F,Possession of Cocaine,0,0,0,1,8,High,1,1
31,African-American,Female,10,F,Driving While License Revoked,0,0,0,0,6,Medium,1,0
45,Caucasian,Female,1,F,Felony Driving While Lic Suspd,0,0,0,0,6,Medium,1,0
39,Caucasian,Male,2,F,False Ownership Info/Pawn Item,0,0,0,1,2,Low,1,1
31,African-American,Male,0,F,Possession of Cocaine,0,0,0,1,8,High,1,1
22,African-American,Male,1,F,Burglary Structure Unoccup,0,0,0,1,4,Low,1,1
27,African-American,Male,13,F,arrest case no charge,0,0,0,1,7,Medium,1,1
38,Caucasian,Male,1,F,Crimin Mischief Damage $1000+,0,0,0,1,1,Low,1,1
31,African-American,Male,23,F,Poss Pyrrolidinovalerophenone,0,0,0,1,10,High,1,1
47,African-American,Male,20,F,Tamper With Witness/Victim/CI,0,0,0,0,9,High,1,1
22,African-American,Male,3,F,arrest case no charge,0,1,0,0,7,Medium,1,1
35,African-American,Male,1,M,Battery,0,0,1,1,9,High,0,1
23,Hispanic,Male,2,M,Possess Cannabis/20 Grams Or Less,0,0,0,1,6,Medium,0,1
65,African-American,Male,2,M,Violation of Injunction Order/Stalking/Cyberstalking,0,0,0,1,2,Low,0,1
35,African-American,Male,0,M,Fail To Obey Police Officer,0,0,0,0,4,Low,0,1
33,African-American,Female,0,F,Grand Theft (Motor Vehicle),0,0,0,0,3,Low,1,0
53,Caucasian,Male,1,M,Battery,0,0,0,0,1,Low,0,1
52,Hispanic,Male,0,F,Driving While License Revoked,0,0,0,0,1,Low,1,1
21,African-American,Male,0,F,Obstruct Fire Equipment,0,0,0,0,5,Medium,1,1
37,African-American,Male,11,F,Aggravated Battery / Pregnant,0,0,0,0,4,Low,1,1
30,Other,Male,4,M,Reckless Driving,0,0,0,1,9,High,0,1
54,Other,Male,0,F,Grand Theft (Motor Vehicle),0,0,0,0,1,Low,1,1
31,African-American,Female,0,M,Battery,0,0,0,0,1,Low,0,0
59,Caucasian,Female,2,F,Grand Theft in the 3rd Degree,0,0,0,0,3,Low,1,0
27,African-American,Male,0,M,Possession of Cocaine,0,0,0,0,2,Low,0,1
36,African-American,Male,0,M,Battery,0,0,0,1,7,Medium,0,1
46,African-American,Male,17,F,arrest case no charge,0,0,0,1,9,High,1,1
22,African-American,Male,3,F,arrest case no charge,0,0,1,0,9,High,1,1
28,Caucasian,Female,0,M,DUI Property Damage/Injury,0,0,0,0,2,Low,0,0
34,Caucasian,Female,15,F,Grand Theft in the 3rd Degree,0,0,1,1,9,High,1,0
29,Hispanic,Male,7,F,Driving While License Revoked,0,0,0,1,9,High,1,1
23,African-American,Male,2,M,Battery,0,0,1,1,10,High,0,1
27,African-American,Male,3,F,Grand Theft in the 3rd Degree,0,0,0,0,4,Low,1,1
21,Asian,Male,0,F,Att Tamper w/Physical Evidence,0,0,1,1,6,Medium,1,1
48,Caucasian,Male,3,F,Grand Theft in the 3rd Degree,0,0,0,1,1,Low,1,1
31,African-American,Male,5,F,arrest case no charge,0,0,0,0,7,Medium,1,1
36,African-American,Male,4,M,Battery,0,1,0,0,5,Medium,0,1
44,African-American,Male,14,F,Felony Driving While Lic Suspd,0,0,0,1,8,High,1,1
53,Caucasian,Male,2,F,Deliver Alprazolam,0,0,0,0,1,Low,1,1
33,African-American,Male,3,M,Driving License Suspended,0,0,0,1,2,Low,0,1
47,Caucasian,Male,2,F,Possession of Cocaine,0,0,0,1,5,Medium,1,1
57,African-American,Male,20,F,Possession of Cocaine,0,0,0,1,7,Medium,1,1
28,African-American,Male,2,M,arrest case no charge,0,0,0,0,4,Low,0,1
24,African-American,Male,1,M,Battery,0,0,0,0,6,Medium,0,1
44,African-American,Male,1,F,Unauth Poss ID Card or DL,0,0,0,0,1,Low,1,1
46,African-American,Male,0,F,Grand Theft in the 3rd Degree,0,0,0,0,1,Low,1,1
37,African-American,Male,6,F,Child Abuse,0,0,0,0,3,Low,1,1
26,African-American,Male,10,M,arrest case no charge,0,0,0,1,6,Medium,0,1
27,African-American,Male,10,F,Driving While License Revoked,0,1,0,1,8,High,1,1
40,Caucasian,Male,1,F,Manufacture Cannabis,0,0,0,0,2,Low,1,1
60,Caucasian,Female,9,F,arrest case no charge,0,0,0,1,3,Low,1,0
53,Caucasian,Male,1,F,arrest case no charge,0,0,0,0,1,Low,1,1
28,African-American,Male,0,F,Felony Driving While Lic Suspd,0,0,0,0,1,Low,1,1
23,Hispanic,Male,0,M,Driving Under The Influence,0,0,0,0,4,Low,0,1
46,Caucasian,Female,2,F,Grand Theft in the 3rd Degree,0,0,0,0,8,High,1,0
23,African-American,Male,0,F,False Ownership Info/Pawn Item,0,0,0,1,5,Medium,1,1
50,African-American,Male,18,F,Driving While License Revoked,0,0,0,1,8,High,1,1
45,African-American,Male,0,M,Driving Under The Influence,0,0,0,0,1,Low,0,1
22,African-American,Male,1,F,arrest case no charge,0,0,0,0,5,Medium,1,1
26,Caucasian,Male,1,F,arrest case no charge,0,0,0,1,2,Low,1,1
62,Caucasian,Male,0,F,Battery on a Person Over 65,0,0,0,0,1,Low,1,1
34,Caucasian,Male,0,M,DUI Property Damage/Injury,0,0,0,1,1,Low,0,1
24,Hispanic,Male,1,F,Burglary Structure Unoccup,0,0,0,0,10,High,1,1
21,Caucasian,Male,0,M,Battery,0,0,0,0,2,Low,0,1
25,Caucasian,Male,0,F,Felony Battery,0,0,0,1,2,Low,1,1
68,Caucasian,Male,0,M,Disorderly Conduct,0,0,0,0,1,Low,0,1
21,Caucasian,Male,1,F,arrest case no charge,0,0,0,0,3,Low,1,1
37,Hispanic,Female,1,F,Grand Theft in the 3rd Degree,0,0,0,0,3,Low,1,0
22,African-American,Male,0,F,Pos Cannabis W/Intent Sel/Del,0,0,0,0,8,High,1,1
42,Caucasian,Male,1,F,arrest case no charge,0,0,0,0,1,Low,1,1
22,Caucasian,Male,1,F,arrest case no charge,0,1,1,1,4,Low,1,1
45,African-American,Male,0,F,Grand Theft (Motor Vehicle),0,0,0,1,4,Low,1,1
36,African-American,Female,4,F,Neglect Child / No Bodily Harm,0,0,0,1,10,High,1,0
48,African-American,Male,2,F,Fel Drive License Perm Revoke,0,0,0,0,6,Medium,1,1
23,African-American,Male,6,F,Grand Theft in the 3rd Degree,0,0,1,1,9,High,1,1
24,African-American,Male,0,F,Deliver Cannabis,0,0,0,0,8,High,1,1
29,African-American,Male,0,F,Grand Theft in the 3rd Degree,0,0,0,0,2,Low,1,1
24,African-American,Male,0,F,Battery on Law Enforc Officer,0,0,0,0,3,Low,1,1
50,African-American,Male,11,F,Manufacture Cannabis,0,0,0,0,9,High,1,1
34,African-American,Male,10,F,arrest case no charge,0,1,0,1,7,Medium,1,1
23,African-American,Male,0,F,Grand Theft in the 3rd Degree,0,0,0,0,2,Low,1,1
22,Caucasian,Female,0,M,Leaving Acc/Unattended Veh,0,0,0,0,5,Medium,0,0
36,Other,Male,0,F,Child Abuse,0,0,0,0,1,Low,1,1
30,Caucasian,Male,22,F,Possession of Cocaine,0,0,0,1,5,Medium,1,1
21,African-American,Male,0,F,Deliver Cocaine 1000FT Church,0,0,0,1,10,High,1,1
53,Caucasian,Female,0,F,Possession of Cocaine,0,0,0,0,1,Low,1,0
25,African-American,Male,7,M,arrest case no charge,0,1,1,1,5,Medium,0,1
25,African-American,Female,1,M,arrest case no charge,0,0,0,0,9,High,0,0
71,African-American,Male,8,F,Driving While License Revoked,0,0,0,0,1,Low,1,1
39,African-American,Male,10,M,arrest case no charge,0,4,0,0,9,High,0,1
37,African-American,Female,0,F,Possession of Cocaine,0,0,0,0,5,Medium,1,0
20,African-American,Male,0,F,Possession of Cocaine,0,0,2,1,5,Medium,1,1
29,African-American,Female,3,F,Possession of Cocaine,0,0,0,0,5,Medium,1,0
22,African-American,Male,2,F,Possession of Cocaine,0,0,0,1,5,Medium,1,1
26,African-American,Male,4,F,Aggravated Assault w/Firearm,0,0,0,1,7,Medium,1,1
47,African-American,Female,19,F,Possession of Cocaine,0,0,0,1,10,High,1,0
21,Other,Male,1,F,Possession of Cannabis,0,0,0,1,4,Low,1,1
23,Other,Female,0,M,Battery,0,0,0,0,10,High,0,0
20,Caucasian,Female,1,F,Burglary Unoccupied Dwelling,0,0,0,1,8,High,1,0
23,African-American,Female,0,F,Grand Theft in the 3rd Degree,0,0,0,0,2,Low,1,0
27,Native American,Male,3,M,DUI Level 0.15 Or Minor In Veh,0,0,0,0,7,Medium,0,1
53,African-American,Female,0,F,Felony Driving While Lic Suspd,0,0,0,0,1,Low,1,0
23,African-American,Female,0,F,Aggrav Battery w/Deadly Weapon,0,0,0,0,7,Medium,1,0
26,African-American,Male,5,F,Grand Theft (Motor Vehicle),0,0,1,1,7,Medium,1,1
25,African-American,Male,6,F,Burglary Unoccupied Dwelling,0,0,0,0,6,Medium,1,1
23,Other,Male,2,M,Driving Under The Influence,0,0,0,0,4,Low,0,1
27,African-American,Male,4,F,Pos Cannabis W/Intent Sel/Del,0,0,0,1,9,High,1,1
